1,0.5,3
2,0.38,1
3,0.3176,1
4,0.272096,1
5,0.237467,1
6,0.210999,0
7,0.190761,0
8,0.175286,0
9,0.163452,0
10,0.154404,0
11,0.147484,0
12,0.142193,0
13,0.138147,0
14,0.135053,0
15,0.132687,0
16,0.130878,0
17,0.129495,0
18,0.128437,0
19,0.127628,0
20,0.12701,0
21,0.126537,0
22,0.126175,0
23,0.125899,0
24,0.125687,0
25,0.125525,0
26,0.125402,0
27,0.125307,0
28,0.125235,0
29,0.12518,0
30,0.125137,0
31,0.125105,0
32,0.12508,0
33,0.125061,0
34,0.125047,0
35,0.125036,0
36,0.125027,0
37,0.125021,0
38,0.125016,0
39,0.125012,0
40,0.125009,0
41,0.125007,0
42,0.125005,0
43,0.125004,0
44,0.125003,0
45,0.125002,0
46,0.125002,0
47,0.125001,0
48,0.125001,0
49,0.125001,0
