1,1.4658,30
2,0.681862,30
3,0.676225,30
4,0.679375,30
5,0.680035,30
6,0.680127,30
7,0.680114,30
8,0.680083,30
9,0.680048,30
10,0.680013,30
11,0.679978,30
12,0.679943,30
13,0.679908,30
14,0.679873,30
15,0.679838,30
16,0.679803,30
17,0.679768,30
18,0.679733,30
19,0.679698,30
20,0.679663,30
21,0.679628,30
22,0.679593,30
23,0.679558,30
24,0.679523,30
25,0.679488,30
26,0.679453,30
27,0.679418,30
28,0.679383,30
29,0.679348,30
30,0.679314,30
31,0.679279,30
32,0.679244,30
33,0.679209,30
34,0.679174,30
35,0.67914,30
36,0.679105,30
37,0.67907,30
38,0.679036,30
39,0.679001,30
40,0.678966,30
41,0.678932,30
42,0.678897,30
43,0.678863,30
44,0.678828,30
45,0.678793,30
46,0.678759,30
47,0.678724,30
48,0.67869,30
49,0.678655,30
50,0.678621,30
51,0.678586,30
52,0.678552,30
53,0.678518,30
54,0.678483,30
55,0.678449,30
56,0.678415,30
57,0.67838,30
58,0.678346,30
59,0.678312,30
60,0.678277,30
61,0.678243,30
62,0.678209,30
63,0.678175,30
64,0.67814,30
65,0.678106,30
66,0.678072,30
67,0.678038,30
68,0.678004,30
69,0.67797,30
70,0.677935,30
71,0.677901,30
72,0.677867,30
73,0.677833,30
74,0.677799,30
75,0.677765,30
76,0.677731,30
77,0.677697,30
78,0.677663,30
79,0.677629,30
80,0.677595,30
81,0.677561,30
82,0.677528,30
83,0.677494,30
84,0.67746,30
85,0.677426,30
86,0.677392,30
87,0.677358,30
88,0.677325,30
89,0.677291,30
90,0.677257,30
91,0.677223,30
92,0.67719,30
93,0.677156,30
94,0.677122,30
95,0.677089,30
96,0.677055,30
97,0.677021,30
98,0.676988,30
99,0.676954,30
100,0.676921,30
101,0.676887,30
102,0.676853,30
103,0.67682,30
104,0.676786,30
105,0.676753,30
106,0.676719,30
107,0.676686,30
108,0.676653,30
109,0.676619,30
110,0.676586,30
111,0.676552,30
112,0.676519,30
113,0.676486,30
114,0.676452,30
115,0.676419,30
116,0.676386,30
117,0.676352,30
118,0.676319,30
119,0.676286,30
120,0.676253,30
121,0.676219,30
122,0.676186,30
123,0.676153,30
124,0.67612,30
125,0.676087,30
126,0.676054,30
127,0.676021,30
128,0.675987,30
129,0.675954,30
130,0.675921,30
131,0.675888,30
132,0.675855,30
133,0.675822,30
134,0.675789,30
135,0.675756,30
136,0.675723,30
137,0.67569,30
138,0.675657,30
139,0.675625,30
140,0.675592,30
141,0.675559,30
142,0.675526,30
143,0.675493,30
144,0.67546,30
145,0.675428,30
146,0.675395,30
147,0.675362,30
148,0.675329,30
149,0.675296,30
150,0.675264,30
151,0.675231,30
152,0.675198,30
153,0.675166,30
154,0.675133,30
155,0.6751,30
156,0.675068,30
157,0.675035,30
158,0.675003,30
159,0.67497,30
160,0.674938,30
161,0.674905,30
162,0.674872,30
163,0.67484,30
164,0.674808,30
165,0.674775,30
166,0.674743,30
167,0.67471,30
168,0.674678,30
169,0.674645,30
170,0.674613,30
171,0.674581,30
172,0.674548,30
173,0.674516,30
174,0.674484,30
175,0.674451,30
176,0.674419,30
177,0.674387,30
178,0.674355,30
179,0.674322,30
180,0.67429,30
181,0.674258,30
182,0.674226,30
183,0.674194,30
184,0.674161,30
185,0.674129,30
186,0.674097,30
187,0.674065,30
188,0.674033,30
189,0.674001,30
190,0.673969,30
191,0.673937,30
192,0.673905,30
193,0.673873,30
194,0.673841,30
195,0.673809,30
